image_id,image_path,instance_type,score,iou,x1,y1,x2,y2,area,area_ratio,size_cat,near_border,elongated
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,TP,0.8923541307449341,0.586884617805481,787.6913452148438,111.93984985351562,1108.9412841796875,371.703857421875,83449.17157659866,0.03836814082861233,medium,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,TP,0.8903391361236572,0.6852877140045166,359.0279541015625,157.92039489746094,693.3765258789062,439.5652160644531,94167.54370566923,0.043296218645708075,medium,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.3433143198490143,,468.564697265625,200.7135467529297,635.4677124023438,424.7110290527344,37385.85517887119,0.01718921505630963,medium,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.3357999622821808,,270.3587341308594,41.01805877685547,876.6575927734375,546.8110961914062,306661.74129380495,0.1409964970821555,large,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.3313766419887543,,864.8298950195312,152.4026641845703,1031.153076171875,376.14068603515625,37212.81953892205,0.017109656977103968,medium,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.2931170165538788,,643.4443969726562,0.0,1229.26220703125,476.50531005859375,279145.2972198166,0.1283450257567112,large,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.18810325860977173,,902.8839721679688,191.59490966796875,1075.5618896484375,409.6021728515625,37645.040202159435,0.01730838277584849,medium,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.18373025953769684,,416.8517761230469,161.9126434326172,588.64453125,376.55072021484375,36873.26656556921,0.016953537796359112,medium,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.1821448802947998,,449.56072998046875,13.7644624710083,1097.2923583984375,585.2640380859375,370178.35075323615,0.170200072991336,large,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.17850002646446228,,412.638916015625,254.98731994628906,581.3949584960938,468.07568359375,35959.94894778449,0.016533613927513374,medium,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.1588062345981598,,908.3807373046875,103.99615478515625,1083.16650390625,326.11041259765625,38822.410824894905,0.01784971255788378,medium,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.13550297915935516,,331.1026611328125,99.07393646240234,580.8673095703125,397.9505310058594,74648.80756234378,0.03432192204102318,medium,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.12859046459197998,,954.1023559570312,138.50396728515625,1129.0693359375,365.5718078613281,39729.374316299334,0.018266714935584717,medium,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.12713143229484558,,502.2973327636719,245.72349548339844,677.1499633789062,462.96075439453125,37984.50618825434,0.01746446196171623,medium,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.12314782291650772,,511.13037109375,148.0236358642578,686.6943359375,373.079345703125,39511.67273003608,0.018166620411426453,medium,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.12074499577283859,,743.2323608398438,148.5446319580078,986.0926513671875,352.85589599609375,49619.09294229839,0.0228137956294821,medium,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.1196553111076355,,806.6118774414062,200.9552764892578,975.9191284179688,418.0122985839844,36749.32771601714,0.01689655336926525,medium,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.10648015886545181,,368.62005615234375,203.55206298828125,533.686279296875,427.0881652832031,36898.26014227234,0.016965029307330865,medium,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.10042309761047363,,419.20111083984375,117.23290252685547,650.9967651367188,318.9303283691406,46752.58679310791,0.021495837529475443,medium,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.09450781345367432,,607.7450561523438,126.50508117675781,961.0048828125,446.1022033691406,112900.82398676593,0.05190937947675632,large,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.09178800135850906,,417.77984619140625,57.24271774291992,796.5624389648438,417.0681457519531,136295.60856707348,0.06266580009152972,large,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.07905975729227066,,864.9080200195312,139.69879150390625,1199.7899169921875,436.8345031738281,99505.37078234367,0.04575043714934696,medium,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.07786045223474503,,452.9986572265625,295.7764892578125,627.65185546875,509.85894775390625,37390.18606389314,0.017191206304434627,medium,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.07355564087629318,,817.1396484375,14.012909889221191,1062.1346435546875,302.1711120605469,70597.31733394146,0.0324591336548449,medium,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.06173033267259598,,847.2913208007812,242.5312042236328,1022.8479614257812,452.0730895996094,36786.46946683526,0.016913630350367484,medium,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.059691812843084335,,426.030029296875,183.09112548828125,789.0252685546875,518.845703125,121877.3132411465,0.056036576875504146,large,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.05950257182121277,,557.8848876953125,187.9495849609375,729.391845703125,416.62091064453125,39218.72345160693,0.018031928610920168,medium,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.05933833494782448,,858.3247680664062,5.673867702484131,1166.8115234375,356.771240234375,108308.88927167919,0.049798106296979804,medium,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.05879867821931839,,867.7459716796875,75.82553100585938,1103.7470703125,257.0171813964844,42761.42855527997,0.019660788499687335,medium,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.056086838245391846,,533.83447265625,0.0,1047.9158935546875,374.5943298339844,192571.98534155264,0.08854047216571921,large,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.053544316440820694,,286.8309631347656,196.44781494140625,592.978759765625,460.03485107421875,80696.59033251926,0.03710256295863798,medium,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.05166058987379074,,781.6134033203125,65.62085723876953,1009.52392578125,261.3226623535156,44602.50065025035,0.020507273995958707,medium,False,False
1,./corrupted_test_sets/test_rotation_mild/page_0026.jpeg,FP,0.051449939608573914,,160.6842041015625,38.169795989990234,589.0466918945312,568.2326049804688,227059.02354569058,0.1043968732968379,large,False,False
2,./corrupted_test_sets/test_rotation_mild/page_0027.jpeg,TP,0.9058970212936401,0.6723213195800781,537.2843627929688,169.61756896972656,871.3734741210938,450.73077392578125,93916.86082636937,0.04318096002977957,medium,False,False
2,./corrupted_test_sets/test_rotation_mild/page_0027.jpeg,TP,0.8834202289581299,0.6275613903999329,99.9674072265625,172.67532348632812,435.9013366699219,455.53521728515625,95022.23560577165,0.043689187665875075,medium,False,False
2,./corrupted_test_sets/test_rotation_mild/page_0027.jpeg,FP,0.3965660631656647,,30.59504508972168,64.19828033447266,620.3926391601562,552.6065063476562,288061.99662678473,0.13244473306487695,large,False,False
2,./corrupted_test_sets/test_rotation_mild/page_0027.jpeg,FP,0.3696180284023285,,406.6748046875,64.06455993652344,989.8318481445312,554.0663452148438,285747.99239157233,0.13138080350515519,large,False,False
2,./corrupted_test_sets/test_rotation_mild/page_0027.jpeg,FP,0.3357956111431122,,617.4171142578125,210.87632751464844,784.3560791015625,431.3798522949219,36810.630171217024,0.016924738924493796,medium,False,False
2,./corrupted_test_sets/test_rotation_mild/page_0027.jpeg,FP,0.3166074752807617,,215.02528381347656,245.6303253173828,383.5318298339844,468.2554931640625,37513.79809107981,0.017248040465608475,medium,False,False
2,./corrupted_test_sets/test_rotation_mild/page_0027.jpeg,FP,0.279573917388916,,170.9741973876953,213.07073974609375,338.24127197265625,433.0233154296875,36790.82388202194,0.01691563241715799,medium,False,False
2,./corrupted_test_sets/test_rotation_mild/page_0027.jpeg,FP,0.27384018898010254,,656.6201782226562,244.43359375,828.3538818359375,464.5946350097656,37809.071006895974,0.017383800624791248,medium,False,False
2,./corrupted_test_sets/test_rotation_mild/page_0027.jpeg,FP,0.1641663908958435,,263.0676574707031,193.2039337158203,436.30029296875,420.2945861816406,39339.51222362509,0.018087464699868085,medium,False,False
2,./corrupted_test_sets/test_rotation_mild/page_0027.jpeg,FP,0.15222221612930298,,164.5979461669922,86.90068817138672,826.5743408203125,624.8104858398438,356083.5885092622,0.16371960335328567,large,False,False
2,./corrupted_test_sets/test_rotation_mild/page_0027.jpeg,FP,0.14924432337284088,,562.2443237304688,260.2336730957031,728.6324462890625,476.1214294433594,35921.158462073654,0.0165157788934388,medium,False,False
