image_id,image_path,instance_type,score,iou,x1,y1,x2,y2,area,area_ratio,size_cat,near_border,elongated
1,./corrupted_test_sets/test_blur_strong/page_0026.jpeg,TP,0.3075668513774872,0.7648072242736816,834.0676879882812,130.15475463867188,1164.950927734375,410.0543518066406,92614.08551456407,0.04258197185905215,medium,False,False
1,./corrupted_test_sets/test_blur_strong/page_0026.jpeg,TP,0.3071158826351166,0.8319672346115112,416.9693298339844,134.9678955078125,745.0135498046875,410.36700439453125,90343.08585537039,0.041537814881823294,medium,False,False
1,./corrupted_test_sets/test_blur_strong/page_0026.jpeg,FP,0.10253313183784485,,658.1362915039062,44.434444427490234,1240.0,580.9156494140625,312158.94347194,0.14352399284213962,large,False,False
1,./corrupted_test_sets/test_blur_strong/page_0026.jpeg,FP,0.09371905773878098,,282.9630126953125,48.055973052978516,914.633544921875,586.7474975585938,340275.5619904003,0.15645141151579814,large,False,False
1,./corrupted_test_sets/test_blur_strong/page_0026.jpeg,FP,0.08753570914268494,,498.9273681640625,166.34107971191406,761.4013671875,352.9302978515625,48974.81825977005,0.022517571936849435,medium,False,False
1,./corrupted_test_sets/test_blur_strong/page_0026.jpeg,FP,0.07967757433652878,,514.7227172851562,185.8693084716797,680.3610229492188,418.4573059082031,38525.481813183054,0.017713190961297243,medium,False,False
1,./corrupted_test_sets/test_blur_strong/page_0026.jpeg,FP,0.07659898698329926,,960.2022705078125,184.764892578125,1125.202392578125,417.445556640625,38392.337973713875,0.017651974277096534,medium,False,False
1,./corrupted_test_sets/test_blur_strong/page_0026.jpeg,FP,0.07618144154548645,,913.2103271484375,147.13401794433594,1079.3533935546875,376.8724060058594,38169.44026377052,0.017549490686619762,medium,False,False
1,./corrupted_test_sets/test_blur_strong/page_0026.jpeg,FP,0.07262956351041794,,428.73431396484375,0.0,1089.1884765625,472.889404296875,312321.7755161971,0.1435988595267026,large,False,False
1,./corrupted_test_sets/test_blur_strong/page_0026.jpeg,FP,0.07209767401218414,,946.2219848632812,167.48492431640625,1202.945068359375,349.3254089355469,46682.64991584979,0.021463682052014654,medium,False,False
1,./corrupted_test_sets/test_blur_strong/page_0026.jpeg,FP,0.06573279201984406,,467.32550048828125,147.03253173828125,634.4109497070312,375.8323974609375,38229.1283454597,0.01757693398750308,medium,False,False
1,./corrupted_test_sets/test_blur_strong/page_0026.jpeg,FP,0.05334480106830597,,874.603759765625,113.13243865966797,1103.767578125,315.2685852050781,46322.29117079638,0.021297996823296236,medium,False,False
1,./corrupted_test_sets/test_blur_strong/page_0026.jpeg,FP,0.05308101698756218,,387.21502685546875,97.25550842285156,617.7543334960938,395.65423583984375,68792.63572115824,0.03162937972245845,medium,False,False
