image_id,image_path,instance_type,score,iou,x1,y1,x2,y2,area,area_ratio,size_cat,near_border,elongated
1,./corrupted_test_sets/test_shadow_strong/page_0026.jpeg,TP,0.8830740451812744,0.944349467754364,415.95062255859375,154.64398193359375,732.9823608398438,406.1440124511719,79733.49185277522,0.03665975091623534,medium,False,False
1,./corrupted_test_sets/test_shadow_strong/page_0026.jpeg,TP,0.8161716461181641,0.8548170924186707,844.5835571289062,149.4951934814453,1157.1260986328125,392.94708251953125,76089.07213389035,0.034984124827072846,medium,False,False
1,./corrupted_test_sets/test_shadow_strong/page_0026.jpeg,FP,0.34367096424102783,,515.2138061523438,192.4145965576172,683.5714721679688,414.8404846191406,37447.103375490755,0.017217375664605673,medium,False,False
1,./corrupted_test_sets/test_shadow_strong/page_0026.jpeg,FP,0.27817660570144653,,314.89642333984375,63.24443817138672,913.5469360351562,556.287109375,295160.2478967095,0.1357083568878092,large,False,False
1,./corrupted_test_sets/test_shadow_strong/page_0026.jpeg,FP,0.27043649554252625,,911.1002807617188,193.53733825683594,1081.6875,415.0286560058594,37783.587980228476,0.017372084075214476,medium,False,False
1,./corrupted_test_sets/test_shadow_strong/page_0026.jpeg,FP,0.23984064161777496,,688.4148559570312,59.160823822021484,1240.0,558.5120849609375,275434.7373033471,0.12663898982204136,large,False,False
1,./corrupted_test_sets/test_shadow_strong/page_0026.jpeg,FP,0.21854543685913086,,466.009033203125,162.29937744140625,638.5282592773438,377.13128662109375,37062.63470772654,0.01704060521008503,medium,False,False
1,./corrupted_test_sets/test_shadow_strong/page_0026.jpeg,FP,0.17025114595890045,,965.2893676757812,161.56497192382812,1205.898681640625,431.59539794921875,64971.83555560373,0.029872657683637276,medium,False,False
1,./corrupted_test_sets/test_shadow_strong/page_0026.jpeg,FP,0.14907491207122803,,443.14312744140625,0.0,1069.041748046875,462.1741943359375,289274.19071430713,0.1330020739297767,large,False,False
1,./corrupted_test_sets/test_shadow_strong/page_0026.jpeg,FP,0.14004133641719818,,456.58056640625,246.93434143066406,628.198974609375,459.87347412109375,36544.27499648556,0.016802274522973094,medium,False,False
1,./corrupted_test_sets/test_shadow_strong/page_0026.jpeg,FP,0.13488340377807617,,863.0902709960938,158.39617919921875,1033.5433349609375,377.8194274902344,37401.36497632228,0.01719634612881261,medium,False,False
1,./corrupted_test_sets/test_shadow_strong/page_0026.jpeg,FP,0.1348278522491455,,559.419921875,143.49696350097656,735.9674682617188,367.8086853027344,39601.68410988059,0.01820800571499273,medium,False,False
1,./corrupted_test_sets/test_shadow_strong/page_0026.jpeg,FP,0.11802848428487778,,465.1268615722656,117.76136779785156,702.658935546875,321.91534423828125,48493.117434058804,0.02229609621972763,medium,False,False
1,./corrupted_test_sets/test_shadow_strong/page_0026.jpeg,FP,0.10956909507513046,,881.1871948242188,122.273193359375,1127.416748046875,311.5287170410156,46600.30304105021,0.0214258207236226,medium,False,False
1,./corrupted_test_sets/test_shadow_strong/page_0026.jpeg,FP,0.10798685252666473,,416.1269836425781,203.32701110839844,581.6322021484375,426.6417236328125,36959.75029192632,0.016993301160447238,medium,False,False
1,./corrupted_test_sets/test_shadow_strong/page_0026.jpeg,FP,0.0984671413898468,,690.225341796875,119.40339660644531,1035.3973388671875,446.19940185546875,112800.82976640575,0.05186340427704682,large,False,False
1,./corrupted_test_sets/test_shadow_strong/page_0026.jpeg,FP,0.0980110913515091,,550.2144165039062,242.48617553710938,724.4599609375,457.7080383300781,37501.450656373054,0.017242363379727926,medium,False,False
1,./corrupted_test_sets/test_shadow_strong/page_0026.jpeg,FP,0.09780652076005936,,946.8322143554688,241.05999755859375,1122.238525390625,452.8612976074219,37151.2847140152,0.017081364583263692,medium,False,False
1,./corrupted_test_sets/test_shadow_strong/page_0026.jpeg,FP,0.0902118980884552,,525.2106323242188,117.78260040283203,885.1893920898438,455.4617614746094,121557.32560131513,0.05588945341583989,large,False,False
1,./corrupted_test_sets/test_shadow_strong/page_0026.jpeg,FP,0.08380246162414551,,537.1739501953125,205.63455200195312,790.789306640625,389.31951904296875,46585.328389752656,0.021418935699853172,medium,False,False
1,./corrupted_test_sets/test_shadow_strong/page_0026.jpeg,FP,0.07697201520204544,,826.824951171875,58.763694763183594,1067.127197265625,352.7033996582031,70634.37130240723,0.03247617027550265,medium,False,False
1,./corrupted_test_sets/test_shadow_strong/page_0026.jpeg,FP,0.06624822318553925,,775.0405883789062,27.64854621887207,1145.7421875,423.200439453125,146631.7193573137,0.06741812233664697,large,False,False
1,./corrupted_test_sets/test_shadow_strong/page_0026.jpeg,FP,0.06234610080718994,,344.277099609375,125.71639251708984,651.6781005859375,481.6636657714844,109418.54809327889,0.0503083036438734,large,False,False
1,./corrupted_test_sets/test_shadow_strong/page_0026.jpeg,FP,0.061600107699632645,,850.4373779296875,242.75885009765625,1022.8145141601562,458.33636474609375,37160.63461077958,0.017085663465433654,medium,False,False
1,./corrupted_test_sets/test_shadow_strong/page_0026.jpeg,FP,0.06082295998930931,,449.5230712890625,183.8822784423828,810.343994140625,514.23193359375,119197.06743541174,0.05480425728997854,large,False,False
